#VARNUM,VARNAM,VARUNIT,SHORTNAME,DOMAIN,PRECISION,DECIMALS,REPORTFORM,UNITCODE,ACTIVE,ALPHAVAR,CATEGORY1,CATEGORY2,SPARE1,SPARE2,DBVER24,DATECREATE,TIMECREATE,USERCREATE,DATEMOD,TIMEMOD,USERMOD
2603,Chromium as Cr - non-filterable (mg/l),mg/l,Chromium as Cr - non,WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2604,Chromium Hexavalent (mg/l),mg/l,Chromium Hexavalent,WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2605,Chromium as Cr - total (\181g/l),micrograms/litre,Chromium as Cr - tot,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2606,Chromium as Cr - soluble (\181g/l),micrograms/litre,Chromium as Cr - sol,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2611,Cobalt as Co - total (mg/l),mg/l,Cobalt as Co - total,WQ,0.00001,5,LEVEL,MGL,T,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2612,Cobalt as Co - soluble (mg/l),mg/l,Cobalt as Co - solub,WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2613,Cobalt as Co - non-filterable (mg/l),mg/l,Cobalt as Co - non-f,WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2621,Copper as Cu - total (mg/l),mg/l,Cu - total (mg/l),WQ,0.00001,5,LEVEL,MGL,T,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2622,Copper as Cu - soluble (mg/l),mg/l,Copper as Cu - solub,WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2623,Copper as Cu - non-filterable (mg/l),mg/l,Copper as Cu - non-f,WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2624,Copper as Cu - total (\181g/l),micrograms/litre,Copper as Cu - total,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2625,Copper as Cu - soluble (\181g/l),micrograms/litre,Copper as Cu - solub,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2631,Cyanide as CN (mg/l),mg/l,Cyanide as CN (mg/l),WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2632,Cyanide free (mg/l),mg/l,Cyanide free (mg/l),WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2633,Total Cyanide after Distillation (mg/l),mg/l,Total Cyanide after,WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2634,Cyanides amendable to chlorination after,mg/l,Cyanides amendable t,WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2635,Cyanides amendable to chlorination witho,mg/l,Cyanides amendable t,WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2636,Weak Acid Dissociable Cyanide (mg/l),mg/l,Weak Acid Dissociabl,WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2637,Thiocyanate (mg/l),mg/l,Thiocyanate (mg/l),WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2641,Flouride as F (mg/l),mg/l,Flouride as F (mg/l),WQ,0.00001,5,LEVEL,MGL,T,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2651,Gold as Au - total (mg/l),mg/l,Gold as Au - total (,WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2652,Gold as Au - soluble (mg/l),mg/l,Gold as Au - soluble,WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2653,Gold as Au - non-filterable (mg/l),mg/l,Gold as Au - non-fil,WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2661,Iodine as I (mg/l),mg/l,Iodine as I (mg/l),WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2671,Iodide as I (mg/l),mg/l,Iodide as I (mg/l),WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2681,Iron as Fe - total (mg/l),mg/l,Fe - total (mg/l),WQ,0.00001,5,LEVEL,MGL,T,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2682,Iron as Fe - soluble (mg/l),mg/l,Iron as Fe - soluble,WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2683,Iron as Fe - non-filterable (mg/l),mg/l,Iron as Fe - non-fil,WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2684,Iron as Fe - total (\181g/l),micrograms/litre,Iron as Fe - total (,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2685,Iron as Fe - soluble (\181g/l),micrograms/litre,Iron as Fe - soluble,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2691,Lead as Pb - total (mg/l),mg/l,Pb - total (mg/l),WQ,0.00001,5,LEVEL,MGL,T,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2692,Lead as Pb - soluble (mg/l),mg/l,Lead as Pb - soluble,WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2693,Lead as Pb - non-filterable (mg/l),mg/l,Lead as Pb - non-fil,WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2694,Lead as Pb - total (\181g/l),micrograms/litre,Lead as Pb - total (,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2695,Lead as Pb - soluble (\181g/l),micrograms/litre,Lead as Pb - soluble,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2701,Lithium as Li - total (mg/l),mg/l,Lithium as Li - tota,WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2711,Manganese as Mn - total (mg/l),mg/l,Mn - total (mg/l),WQ,0.00001,5,LEVEL,MGL,T,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2712,Manganese as Mn - soluble (mg/l),mg/l,Manganese as Mn - so,WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2713,Manganese as Mn - non-filterable (mg/l),mg/l,Manganese as Mn - no,WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2714,Manganese as Mn - total (\181g/l),micrograms/litre,Manganese as Mn - to,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2715,Manganese as Mn - soluble (\181g/l),micrograms/litre,Manganese as Mn - so,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2721,Mercury as Hg - total (mg/l),mg/l,Hg - total (mg/l),WQ,0.00001,5,LEVEL,MGL,T,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2722,Mercury - soluble (mg/l),mg/l,Mercury - soluble (m,WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2724,Mercury as Hg - inorganic (mg/l),mg/l,Mercury as Hg - inor,WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2725,Mercury as Hg - organic (mg/l),mg/l,Mercury as Hg - orga,WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2731,Molybdenum as Mo - total (mg/l),mg/l,Molybdenum as Mo - t,WQ,0.00001,5,LEVEL,MGL,T,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2732,Molybdenum as Mo - soluble (mg/l),mg/l,Molybdenum as Mo - s,WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2733,Molybdenum as Mo - non-filt (mg/l),mg/l,Molybdenum as Mo - n,WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2741,Nickel as Ni - total (mg/l),mg/l,Ni - total (mg/l),WQ,0.00001,5,LEVEL,MGL,T,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2742,Nickel as Ni - soluble (mg/l),mg/l,Nickel as Ni - solub,WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2743,Nickel as Ni - non-filterable (mg/l),mg/l,Nickel as Ni - non-f,WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2744,Nickel as Ni - total (\181g/l),micrograms/litre,Nickel as Ni - total,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2745,Nickel as Ni - soluble (\181g/l),micrograms/litre,Nickel as Ni - solub,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2751,Selenium as Se - total (mg/l),mg/l,Selenium as Se - tot,WQ,0.00001,5,LEVEL,MGL,T,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2752,Selenium as Se - soluble (mg/l),mg/l,Selenium as Se - sol,WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2753,Selenium as Se - non-filterable (mg/l),mg/l,Selenium as Se - non,WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2760,Silicon as Si - total (mg/l),mg/l,Silicon as Si (tot),WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,31/01/2014,1549,SPETCHEL
2761,Silica as SiO2 - total (mg/l),mg/l,Silica as SiO2 - tot,WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2762,Silica as SiO2 - soluble (mg/l),mg/l,Silica as SiO2 - sol,WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2766,Silica as SiO2 - reactive EG052G (mg/l),mg/l,SiO2 EG052G (mg/l),WQ,0.00001,5,LEVEL,MGL,T,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2767,Silica (Acid soluble as SiO2),mg/l,Acid sol. Si02,WQ,0.00001,5,LEVEL,MGL,T,,,,,,F,,0,,31/01/2014,1553,SPETCHEL
2771,Silver as Ag - total (mg/l),mg/l,Silver as Ag - total,WQ,0.00001,5,LEVEL,MGL,T,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2772,Silver as Ag - soluble (mg/l),mg/l,Silver as Ag - solub,WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2773,Silver as Ag - non-filterable (mg/l),mg/l,Silver as Ag - non-f,WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2781,Strontium as Sr - total (mg/l),mg/l,Strontium as Sr - to,WQ,0.00001,5,LEVEL,MGL,T,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2782,Strontium as Sr - soluble (mg/l),mg/l,Strontium as Sr - so,WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2783,Strontium as Sr - non-filterable (mg/l),mg/l,Strontium as Sr - no,WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2791,Tin as Sn - total (mg/l),mg/l,Tin as Sn - total (m,WQ,0.00001,5,LEVEL,MGL,T,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2792,Tin as Sn - soluble (mg/l),mg/l,Tin as Sn - soluble,WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2793,Tin as Sn - non-filterable (mg/l),mg/l,Tin as Sn - non-filt,WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2795,Tin as Sn - organic (mg/l),mg/l,Tin as Sn - organic,WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2801,Titanium as Ti - total (mg/l),mg/l,Titanium as Ti - tot,WQ,0.00001,5,LEVEL,MGL,T,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2802,Titanium as Ti - soluble (mg/l),mg/l,Titanium as Ti - sol,WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2803,Titanium as Ti - non-filterable (mg/l),mg/l,Titanium as Ti - non,WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2804,Titanium as Ti - total (\181g/l),micrograms/litre,Titanium as Ti - tot,OTH,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2811,Vanadium as V - total (mg/l),mg/l,Vanadium as V - tota,WQ,0.00001,5,LEVEL,MGL,T,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2812,Vanadium as V - soluble (mg/l),mg/l,Vanadium as V - solu,WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2813,Vanadium as V - non-filterable (mg/l),mg/l,Vanadium as V - non-,WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2820,Zinc as Zn - total (mg/l),mg/l,Zinc as Zn - total (,OTH,0.00001,5,LEVEL,MGL,T,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2821,Zinc as Zn - total (mg/l),mg/l,Zn - total (mg/l),WQ,0.00001,5,LEVEL,MGL,T,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2822,Zinc as Zn - soluble (mg/l),mg/l,Zinc as Zn - soluble,WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2823,Zinc as Zn - non-filterable (mg/l),mg/l,Zinc as Zn - non-fil,WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2824,Zinc as Zn - total (\181g/l),micrograms/litre,Zinc as Zn - total (,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2825,Zinc as Zn - soluble (\181g/l),micrograms/litre,Zinc as Zn - soluble,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2831,Zirconium as Zr - total (mg/l),mg/l,Zirconium as Zr - to,WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2832,Zirconium as Zr - soluble (mg/l),mg/l,Zirconium as Zr - so,WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2833,Zirconium as Zr - non-filterable (mg/l),mg/l,Zirconium as Zr - no,WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2891,Uranium - total (\181g/l),micrograms/litre,Uranium - total (\181g/,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2892,Uranium - soluble (\181g/l),micrograms/litre,Uranium - soluble (u,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2893,Uranium - non-filterable (\181g/l),micrograms/litre,Uranium - non-filter,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2894,U308 in stack emmission (g/24h),g/24hours,U308 in stack emmiss,OTH,0.00001,5,LEVEL,SCAL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2901,Carbon Dioxide as CO2 (mg/l),mg/l,Carbon Dioxide as CO,WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2902,Ionic balance (%),%,Ionic balance (%),WQ,0.000001,6,LEVEL,PERC,T,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2903,Total Anions (meq/l),meq/L,Total Anions (meq/l),WQ,0.000001,6,LEVEL,SCAL,T,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
2904,Total Cations (meq/l),meq/L,Total Cations (meq/l,WQ,0.000001,6,LEVEL,SCAL,T,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
3001,Biochem Oxygen Demand (BOD) (mg/l),mg/l,Biochem Oxygen Deman,WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
3002,Biochem Oxygen Demand - 5 (BOD-5) (filte,mg/l,Biochem Oxygen Deman,WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
3011,Chemical Oxygen Demand (COD) (mg/l),mg/l,Chemical Oxygen Dema,WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
3012,Chemical Oxygen Demand filtered (mg/l),mg/l,Chemical Oxygen Dema,WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
3020,Total Carbon (mg/l),mg/l,Total Carbon (mg/l),OTH,0.000001,6,LEVEL,MGL,T,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
3021,Total Organic Carbon (TOC) (mg/l),mg/l,Total Organic Carbon,WQ,0.00001,5,LEVEL,MGL,T,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
3022,TOC Permanganate Value (mg/l),mg/l,TOC Permanganate Val,WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
3026,Dissolved Organic Carbon (mg/l),mg/l,Dissolved Organic Ca,WQ,0.00001,5,LEVEL,MGL,T,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
3031,Dissolved Organic Halogen (mg/l),mg/l,Dissolved Organic Ha,WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
3041,Oil and Grease (mg/l),mg/l,Oil and Grease (mg/l,WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
3051,Detergent (mg/l),mg/l,Detergent (mg/l),WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
3061,Tannins (mg/l),mg/l,Tannins (mg/l),WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
3062,Lignins (mg/l),mg/l,Lignins (mg/l),WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
3071,Organic Acids (mg/l),mg/l,Organic Acids (mg/l),WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
3072,Volatile fatty acids (mg/l),mg/l,Volatile fatty acids,WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
3101,Total Organochlorines (mg/l),mg/l,Total Organochlorine,WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
3102,Total Organochlorines (\181g/l),micrograms/litre,Total Organochlorine,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
3103,Toxaphene; Chlordane; Endrin (mg/l),mg/l,Toxaphene; Chlordane,WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
3104,Toxaphene; Chlordane; Endrin (\181g/l),micrograms/litre,Toxaphene; Chlordane,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
3105,Total DDT (mg/l),mg/l,Total DDT (mg/l),WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
3106,Total DDT (\181g/l),micrograms/litre,Total DDT (\181g/l),WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
3121,Aldrin 309-00-2 (\181g/l),micrograms/litre,Aldrin 309-00-2 (\181g/,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
3122,Chlordane 57-74-9 (\181g/l),micrograms/litre,Chlordane 57-74-9 (u,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
3123,alpha Chlordane 5103-71-9 (\181g/l),micrograms/litre,alpha Chlordane 5103,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
3124,gamma Chlordane 5103-74-2 (\181g/l),micrograms/litre,gamma Chlordane 5103,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
3125,DCPA 1897-45-6 (\181g/l),micrograms/litre,DCPA 1897-45-6 (\181g/l,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
3126,4\0444'-DDD 72-54-8 (\181g/l),micrograms/litre,4\0444'-DDD 72-54-8 (\181g,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
3127,4\0444'-DDE 72-55-9 (\181g/l),micrograms/litre,4\0444'-DDE 72-55-9 (\181g,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
3128,4\0444'-DDT 50-29-3 (\181g/l),micrograms/litre,4\0444'-DDT 50-29-3 (\181g,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
3129,Dieldrin 60-57-1 (\181g/l),micrograms/litre,Dieldrin 60-57-1 (\181g,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
3130,Endosulfan(alpha isomer)959-98-8 (\181g/l),micrograms/litre,Endosulfan(alpha iso,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
3131,Endosulfan(beta isomer)33213-65-9 (\181g/l),micrograms/litre,Endosulfan(beta isom,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
3132,Endosulfan sulfate 1031-07-8 (\181g/l),micrograms/litre,Endosulfan sulfate 1,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
3133,Endrin 72-20  (\181g/l),micrograms/litre,Endrin 72-20  (\181g/l),WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
3134,Endrin aldehyde 7421-93-4 (\181g/l,micrograms/litre,Endrin aldehyde 7421,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
3135,BHC(alpha isomer) 319-84-6 (\181g/l),micrograms/litre,BHC(alpha isomer) 31,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
3136,BHC(beta isomer) 319-85-7 (\181g/l),micrograms/litre,BHC(beta isomer) 319,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
3137,BHC(delta isomer) 319-86-8 (\181g/l),micrograms/litre,BHC(delta isomer) 31,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
3138,BHC(gamma isomer)Lindane58-89-9 (\181g/l),micrograms/litre,BHC(gamma isomer)Lin,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
3139,Heptachlor 76-44-8 (\181g/l),micrograms/litre,Heptachlor 76-44-8 (,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
3140,Heptachlor epoxide 1024-57-3 (\181g/l),micrograms/litre,Heptachlor epoxide 1,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
3141,Hexachlorobenzene 118-74-1 (\181g/l),micrograms/litre,Hexachlorobenzene 11,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
3142,Methoxychlor 72-43-5 (\181g/l),micrograms/litre,Methoxychlor 72-43-5,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
3143,Mirex 2385-85 (\181g/l),micrograms/litre,Mirex 2385-85 (\181g/l),WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
3144,Toxaphene 8001-35-2 (\181g/l),micrograms/litre,Toxaphene 8001-35-2,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
3145,Dibromo DDE 21655-73-2(\181g/l),micrograms/litre,Dibromo DDE,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,19/09/2012,1904,PDOWLAND
3146,DEF 78-48-8 (ug/l),micrograms/litre,DEF,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,19/09/2012,1908,PDOWLAND
3148,Endrin Ketone  53494-70-5(\181g/l),micrograms/litre,Endrin Ketone,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,19/09/2012,1811,PDOWLAND
3201,Total Organophosphates (mg/l),mg/l,Total Organophosphat,WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
3202,Total Organophosphates (\181g/l),micrograms/litre,Total Organophosphat,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
3321,Abate 3383-96-8 (\181g/l),micrograms/litre,Abate 3383-96-8 (\181g/,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
3322,Acephate 30560-19-1 (\181g/l),micrograms/litre,Acephate 30560-19-1,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
3323,Azinphos (ethyl) 2642-71-9 (\181g/l),micrograms/litre,Azinphos (ethyl) 264,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
3324,Azinphos (methyl) 86-50-0-9 (\181g/l),micrograms/litre,Azinphos (methyl) 86,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
3325,Suprophos 35400-43-2 (\181g/l),micrograms/litre,Suprophos 35400-43-2,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
3326,Chlorpyrifos 2921-88-2 (\181g/l),micrograms/litre,Chlorpyrifos 2921-88,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
3327,Coumaphos 56-72-4 (\181g/l),micrograms/litre,Coumaphos 56-72-4 (u,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
